employee_id,supervisor_id,name,title,department,job_level,team,season,snapshot_date,mlb_id,role,games,gs,pa
MIA-MGR-skip-schumaker,,Skip Schumaker,Manager,Coaching Staff,1,MIA,2025,2025-07-01,,,,,
MIA-L2-BENCH-luis-ugueto,MIA-MGR-skip-schumaker,Luis Ugueto,Bench Coach,Coaching Staff,2,MIA,2025,2025-07-01,,,,,
MIA-L2-PITCHING-mel-stottlemyre-jr,MIA-MGR-skip-schumaker,Mel Stottlemyre Jr.,Pitching Coach,Coaching Staff,2,MIA,2025,2025-07-01,,,,,
MIA-L2-HITTING-marcus-thames,MIA-MGR-skip-schumaker,Marcus Thames,Hitting Coach,Coaching Staff,2,MIA,2025,2025-07-01,,,,,
MIA-L3-BULLPEN,MIA-L2-PITCHING-mel-stottlemyre-jr,Bullpen Coach,Bullpen Coach,Coaching Staff,3,MIA,2025,2025-07-01,,,,,
MIA-L3-STARTERS,MIA-L2-PITCHING-mel-stottlemyre-jr,Starting Pitchers Coach,Starting Pitchers Coach,Coaching Staff,3,MIA,2025,2025-07-01,,,,,
MIA-L3-INFIELD,MIA-L2-HITTING-marcus-thames,Infield Coach,Infield Coach,Coaching Staff,3,MIA,2025,2025-07-01,,,,,
MIA-L3-OUTFIELD,MIA-L2-HITTING-marcus-thames,Outfield Coach,Outfield Coach,Coaching Staff,3,MIA,2025,2025-07-01,,,,,
MIA-L3-1B,MIA-L2-BENCH-luis-ugueto,First Base Coach,First Base Coach,Coaching Staff,3,MIA,2025,2025-07-01,,,,,
MIA-L3-3B,MIA-L2-BENCH-luis-ugueto,Third Base Coach,Third Base Coach,Coaching Staff,3,MIA,2025,2025-07-01,,,,,
MLB-645261,MIA-L3-STARTERS,Sandy Alcantara,Pitcher,Player,4,MIA,2025,2025-07-01,645261.0,P,31.0,31.0,
MLB-678215,MIA-L3-BULLPEN,Luarbert Arias,Pitcher,Player,4,MIA,2025,2025-07-01,678215.0,P,7.0,0.0,
MLB-669199,MIA-L3-BULLPEN,Lake Bachar,Pitcher,Player,4,MIA,2025,2025-07-01,669199.0,P,53.0,1.0,
MLB-678368,MIA-L3-BULLPEN,Valente Bellozo,Pitcher,Player,4,MIA,2025,2025-07-01,678368.0,P,32.0,6.0,
MLB-669622,MIA-L3-BULLPEN,Anthony Bender,Pitcher,Player,4,MIA,2025,2025-07-01,669622.0,P,51.0,0.0,
MLB-665795,MIA-L3-STARTERS,Edward Cabrera,Pitcher,Player,4,MIA,2025,2025-07-01,665795.0,P,26.0,26.0,
MLB-675540,MIA-L3-BULLPEN,Xzavion Curry,Pitcher,Player,4,MIA,2025,2025-07-01,675540.0,P,3.0,0.0,
MLB-676534,MIA-L3-BULLPEN,Calvin Faucher,Pitcher,Player,4,MIA,2025,2025-07-01,676534.0,P,65.0,0.0,
MLB-806188,MIA-L3-BULLPEN,Cade Gibson,Pitcher,Player,4,MIA,2025,2025-07-01,806188.0,P,44.0,1.0,
MLB-687362,MIA-L3-STARTERS,Connor Gillispie,Pitcher,Player,4,MIA,2025,2025-07-01,687362.0,P,6.0,6.0,
MLB-678692,MIA-L3-BULLPEN,Ronny Henriquez,Pitcher,Player,4,MIA,2025,2025-07-01,678692.0,P,69.0,0.0,
MLB-676083,MIA-L3-STARTERS,Janson Junk,Pitcher,Player,4,MIA,2025,2025-07-01,676083.0,P,21.0,16.0,
MLB-661527,MIA-L3-BULLPEN,Seth Martinez,Pitcher,Player,4,MIA,2025,2025-07-01,661527.0,P,6.0,0.0,
MLB-800049,MIA-L3-STARTERS,Adam Mazur,Pitcher,Player,4,MIA,2025,2025-07-01,800049.0,P,6.0,6.0,
MLB-676974,MIA-L3-STARTERS,Max Meyer,Pitcher,Player,4,MIA,2025,2025-07-01,676974.0,P,12.0,12.0,
MLB-687287,MIA-L3-BULLPEN,Patrick Monteverde,Pitcher,Player,4,MIA,2025,2025-07-01,687287.0,P,1.0,0.0,
MLB-691587,MIA-L3-STARTERS,Eury P\xc3\xa9rez,Pitcher,Player,4,MIA,2025,2025-07-01,691587.0,P,20.0,20.0,
MLB-656848,MIA-L3-BULLPEN,Michael Petersen,Pitcher,Player,4,MIA,2025,2025-07-01,656848.0,P,15.0,0.0,
MLB-663969,MIA-L3-BULLPEN,Tyler Phillips,Pitcher,Player,4,MIA,2025,2025-07-01,663969.0,P,54.0,1.0,
MLB-615698,MIA-L3-STARTERS,Cal Quantrill,Pitcher,Player,4,MIA,2025,2025-07-01,615698.0,P,26.0,26.0,
