employee_id,supervisor_id,name,title,department,job_level,team,season,snapshot_date,mlb_id,role,games,gs,pa
NYM-MGR-carlos-mendoza,,Carlos Mendoza,Manager,Coaching Staff,1,NYM,2026,2026-07-01,,,,,
NYM-L2-BENCH-john-gibbons,NYM-MGR-carlos-mendoza,John Gibbons,Bench Coach,Coaching Staff,2,NYM,2026,2026-07-01,,,,,
NYM-L2-PITCHING-jeremy-hefner,NYM-MGR-carlos-mendoza,Jeremy Hefner,Pitching Coach,Coaching Staff,2,NYM,2026,2026-07-01,,,,,
NYM-L2-HITTING-eric-chavez,NYM-MGR-carlos-mendoza,Eric Chavez,Hitting Coach,Coaching Staff,2,NYM,2026,2026-07-01,,,,,
NYM-L3-BULLPEN,NYM-L2-PITCHING-jeremy-hefner,Bullpen Coach,Bullpen Coach,Coaching Staff,3,NYM,2026,2026-07-01,,,,,
NYM-L3-STARTERS,NYM-L2-PITCHING-jeremy-hefner,Starting Pitchers Coach,Starting Pitchers Coach,Coaching Staff,3,NYM,2026,2026-07-01,,,,,
NYM-L3-INFIELD,NYM-L2-HITTING-eric-chavez,Infield Coach,Infield Coach,Coaching Staff,3,NYM,2026,2026-07-01,,,,,
NYM-L3-OUTFIELD,NYM-L2-HITTING-eric-chavez,Outfield Coach,Outfield Coach,Coaching Staff,3,NYM,2026,2026-07-01,,,,,
NYM-L3-1B,NYM-L2-BENCH-john-gibbons,First Base Coach,First Base Coach,Coaching Staff,3,NYM,2026,2026-07-01,,,,,
NYM-L3-3B,NYM-L2-BENCH-john-gibbons,Third Base Coach,Third Base Coach,Coaching Staff,3,NYM,2026,2026-07-01,,,,,
MLB-623211,NYM-L3-BULLPEN,Huascar Brazob\xc3\xa1n,Pitcher,Player,4,NYM,2026,2026-07-01,623211.0,P,34.0,6.0,
MLB-650960,NYM-L3-BULLPEN,Daniel Duarte,Pitcher,Player,4,NYM,2026,2026-07-01,650960.0,P,3.0,0.0,
MLB-605218,NYM-L3-BULLPEN,Carl Edwards Jr.,Pitcher,Player,4,NYM,2026,2026-07-01,605218.0,P,2.0,0.0,
MLB-680702,NYM-L3-BULLPEN,Joey Gerber,Pitcher,Player,4,NYM,2026,2026-07-01,680702.0,P,3.0,0.0,
MLB-605280,NYM-L3-STARTERS,Clay Holmes,Pitcher,Player,4,NYM,2026,2026-07-01,605280.0,P,9.0,9.0,
MLB-663992,NYM-L3-BULLPEN,Richard Lovelady,Pitcher,Player,4,NYM,2026,2026-07-01,663992.0,P,32.0,5.0,
