employee_id,supervisor_id,name,title,department,job_level,team,season,snapshot_date,mlb_id,role,games,gs,pa
PHI-MGR-rob-thomson,,Rob Thomson,Manager,Coaching Staff,1,PHI,2023,2023-07-01,,,,,
PHI-L2-BENCH-mike-calitri,PHI-MGR-rob-thomson,Mike Calitri,Bench Coach,Coaching Staff,2,PHI,2023,2023-07-01,,,,,
PHI-L2-PITCHING-caleb-cotham,PHI-MGR-rob-thomson,Caleb Cotham,Pitching Coach,Coaching Staff,2,PHI,2023,2023-07-01,,,,,
PHI-L2-HITTING-kevin-long,PHI-MGR-rob-thomson,Kevin Long,Hitting Coach,Coaching Staff,2,PHI,2023,2023-07-01,,,,,
PHI-L3-BULLPEN,PHI-L2-PITCHING-caleb-cotham,Bullpen Coach,Bullpen Coach,Coaching Staff,3,PHI,2023,2023-07-01,,,,,
PHI-L3-STARTERS,PHI-L2-PITCHING-caleb-cotham,Starting Pitchers Coach,Starting Pitchers Coach,Coaching Staff,3,PHI,2023,2023-07-01,,,,,
PHI-L3-INFIELD,PHI-L2-HITTING-kevin-long,Infield Coach,Infield Coach,Coaching Staff,3,PHI,2023,2023-07-01,,,,,
PHI-L3-OUTFIELD,PHI-L2-HITTING-kevin-long,Outfield Coach,Outfield Coach,Coaching Staff,3,PHI,2023,2023-07-01,,,,,
PHI-L3-1B,PHI-L2-BENCH-mike-calitri,First Base Coach,First Base Coach,Coaching Staff,3,PHI,2023,2023-07-01,,,,,
PHI-L3-3B,PHI-L2-BENCH-mike-calitri,Third Base Coach,Third Base Coach,Coaching Staff,3,PHI,2023,2023-07-01,,,,,
MLB-621237,PHI-L3-BULLPEN,Jos\xc3\xa9 Alvarado,Pitcher,Player,4,PHI,2023,2023-07-01,621237.0,P,42.0,0.0,
MLB-571479,PHI-L3-BULLPEN,Andrew Bellatti,Pitcher,Player,4,PHI,2023,2023-07-01,571479.0,P,27.0,0.0,
MLB-641401,PHI-L3-BULLPEN,Connor Brogdon,Pitcher,Player,4,PHI,2023,2023-07-01,641401.0,P,27.0,1.0,
MLB-665019,PHI-L3-BULLPEN,Kody Clemens,Pitcher,Player,4,PHI,2023,2023-07-01,665019.0,P,4.0,0.0,
MLB-592229,PHI-L3-BULLPEN,Dylan Covey,Pitcher,Player,4,PHI,2023,2023-07-01,592229.0,P,29.0,1.0,
MLB-622554,PHI-L3-BULLPEN,Seranthony Dom\xc3\xadnguez,Pitcher,Player,4,PHI,2023,2023-07-01,622554.0,P,57.0,0.0,
MLB-663559,PHI-L3-STARTERS,Bailey Falter,Pitcher,Player,4,PHI,2023,2023-07-01,663559.0,P,18.0,14.0,
MLB-543281,PHI-L3-BULLPEN,Josh Harrison,Pitcher,Player,4,PHI,2023,2023-07-01,543281.0,P,2.0,0.0,
MLB-656546,PHI-L3-BULLPEN,Jeff Hoffman,Pitcher,Player,4,PHI,2023,2023-07-01,656546.0,P,54.0,0.0,
MLB-689147,PHI-L3-BULLPEN,Orion Kerkering,Pitcher,Player,4,PHI,2023,2023-07-01,689147.0,P,3.0,0.0,
MLB-518886,PHI-L3-BULLPEN,Craig Kimbrel,Pitcher,Player,4,PHI,2023,2023-07-01,518886.0,P,71.0,0.0,
MLB-628708,PHI-L3-BULLPEN,Yunior Marte,Pitcher,Player,4,PHI,2023,2023-07-01,628708.0,P,40.0,0.0,
MLB-686842,PHI-L3-BULLPEN,McKinley Moore,Pitcher,Player,4,PHI,2023,2023-07-01,686842.0,P,3.0,0.0,
MLB-656793,PHI-L3-BULLPEN,Nick Nelson,Pitcher,Player,4,PHI,2023,2023-07-01,656793.0,P,1.0,0.0,
MLB-605400,PHI-L3-STARTERS,Aaron Nola,Pitcher,Player,4,PHI,2023,2023-07-01,605400.0,P,32.0,32.0,
MLB-656814,PHI-L3-BULLPEN,Luis Ortiz,Pitcher,Player,4,PHI,2023,2023-07-01,656814.0,P,14.0,0.0,
MLB-674681,PHI-L3-BULLPEN,Michael Plassmeyer,Pitcher,Player,4,PHI,2023,2023-07-01,674681.0,P,1.0,1.0,
MLB-650911,PHI-L3-STARTERS,Cristopher S\xc3\xa1nchez,Pitcher,Player,4,PHI,2023,2023-07-01,650911.0,P,19.0,18.0,
MLB-642397,PHI-L3-BULLPEN,Gregory Soto,Pitcher,Player,4,PHI,2023,2023-07-01,642397.0,P,69.0,0.0,
MLB-621381,PHI-L3-BULLPEN,Matt Strahm,Pitcher,Player,4,PHI,2023,2023-07-01,621381.0,P,56.0,10.0,
MLB-624133,PHI-L3-STARTERS,Ranger Suarez,Pitcher,Player,4,PHI,2023,2023-07-01,624133.0,P,22.0,22.0,
MLB-657272,PHI-L3-BULLPEN,Erich Uelmen,Pitcher,Player,4,PHI,2023,2023-07-01,657272.0,P,1.0,0.0,
