employee_id,supervisor_id,name,title,department,job_level,team,season,snapshot_date,mlb_id,role,games,gs,pa
ATL-MGR-brian-snitker,,Brian Snitker,Manager,Coaching Staff,1,ATL,2023,2023-07-01,,,,,
ATL-L2-BENCH-walt-weiss,ATL-MGR-brian-snitker,Walt Weiss,Bench Coach,Coaching Staff,2,ATL,2023,2023-07-01,,,,,
ATL-L2-PITCHING-rick-kranitz,ATL-MGR-brian-snitker,Rick Kranitz,Pitching Coach,Coaching Staff,2,ATL,2023,2023-07-01,,,,,
ATL-L2-HITTING-kevin-seitzer,ATL-MGR-brian-snitker,Kevin Seitzer,Hitting Coach,Coaching Staff,2,ATL,2023,2023-07-01,,,,,
ATL-L3-BULLPEN,ATL-L2-PITCHING-rick-kranitz,Bullpen Coach,Bullpen Coach,Coaching Staff,3,ATL,2023,2023-07-01,,,,,
ATL-L3-STARTERS,ATL-L2-PITCHING-rick-kranitz,Starting Pitchers Coach,Starting Pitchers Coach,Coaching Staff,3,ATL,2023,2023-07-01,,,,,
ATL-L3-INFIELD,ATL-L2-HITTING-kevin-seitzer,Infield Coach,Infield Coach,Coaching Staff,3,ATL,2023,2023-07-01,,,,,
ATL-L3-OUTFIELD,ATL-L2-HITTING-kevin-seitzer,Outfield Coach,Outfield Coach,Coaching Staff,3,ATL,2023,2023-07-01,,,,,
ATL-L3-1B,ATL-L2-BENCH-walt-weiss,First Base Coach,First Base Coach,Coaching Staff,3,ATL,2023,2023-07-01,,,,,
ATL-L3-3B,ATL-L2-BENCH-walt-weiss,Third Base Coach,Third Base Coach,Coaching Staff,3,ATL,2023,2023-07-01,,,,,
MLB-663465,ATL-L3-STARTERS,Kolby Allard,Pitcher,Player,4,ATL,2023,2023-07-01,663465.0,P,4.0,3.0,
MLB-623433,ATL-L3-BULLPEN,Nick Anderson,Pitcher,Player,4,ATL,2023,2023-07-01,623433.0,P,35.0,0.0,
